target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
SLC15A2,ENSG00000163406,0.5153947547078133,0.5153947547078133,0.0,0.0,0.0,0.0,0.0,0.0,solute carrier family 15 member 2
EVI5,ENSG00000067208,0.5148002313823375,0.505134900332325,0.0,0.0,0.0,0.0,0.03866132420005039,0.0,ecotropic viral integration site 5
PTPRC,ENSG00000081237,0.513977045946254,0.5,0.0,0.0,0.0,0.0,0.05590818378501624,0.0,protein tyrosine phosphatase receptor type C
CD24,ENSG00000272398,0.5125079668469597,0.5,0.0,0.0,0.0,0.0,0.050031867387838734,0.0,CD24 molecule
TMEM121,ENSG00000184986,0.5124637484550476,0.5124637484550476,0.0,0.0,0.0,0.0,0.0,0.0,transmembrane protein 121
BTNL2,ENSG00000204290,0.5113566821800332,0.5044626972638417,0.0,0.0,0.0,0.0,0.027600000000000003,0.0,butyrophilin like 2
RORA,ENSG00000069667,0.5092394890934375,0.49843401267308324,0.0,0.0,0.0,0.0,0.043300000000000005,0.0,RAR related orphan receptor A
THEMIS,ENSG00000172673,0.5087925365447998,0.5009925365447998,0.0,0.0,0.0,0.0,0.031200000000000002,0.0,thymocyte selection associated
ZBTB46,ENSG00000130584,0.5044577140808105,0.49620771408081055,0.0,0.0,0.0,0.0,0.033,0.0,zinc finger and BTB domain containing 46
CD6,ENSG00000013725,0.49656539760946156,0.48331602905980414,0.0,0.0,0.0,0.0,0.05299747419862976,0.0,CD6 molecule
SLC30A7,ENSG00000162695,0.4904502332210541,0.4904502332210541,0.0,0.0,0.0,0.0,0.0,0.0,solute carrier family 30 member 7
IL7,ENSG00000104432,0.487966018340773,0.47346732020378113,0.0,0.0,0.0,0.0,0.057994792547967494,0.0,interleukin 7
BATF,ENSG00000156127,0.4831215739250183,0.4831215739250183,0.0,0.0,0.0,0.0,0.0,0.0,basic leucine zipper ATF-like transcription factor
HLA-DQA1,ENSG00000196735,0.47979110124624436,0.47979110124624436,0.0,0.0,0.0,0.0,0.0,0.0,"major histocompatibility complex, class II, DQ alpha 1"
SKAP2,ENSG00000005020,0.47008538246154785,0.47008538246154785,0.0,0.0,0.0,0.0,0.0,0.0,src kinase associated phosphoprotein 2
ODF3B,ENSG00000177989,0.46597838401794434,0.46597838401794434,0.0,0.0,0.0,0.0,0.0,0.0,outer dense fiber of sperm tails 3B
ETV7,ENSG00000010030,0.464947862754097,0.463218629360199,0.0,0.0,0.0,0.006916933575592025,0.0,0.0,ETS variant transcription factor 7
GFI1,ENSG00000162676,0.461066885972023,0.454416885972023,0.0,0.0,0.0,0.0,0.026600000000000002,0.0,growth factor independent 1 transcriptional repressor
SPOPL,ENSG00000144228,0.4518820345401764,0.4518820345401764,0.0,0.0,0.0,0.0,0.0,0.0,speckle type BTB/POZ protein like
TIMMDC1,ENSG00000113845,0.43937674164772034,0.43937674164772034,0.0,0.0,0.0,0.0,0.0,0.0,translocase of inner mitochondrial membrane domain containing 1
CD80,ENSG00000121594,0.43788785812058256,0.36695382837206125,0.0,0.2611111111111111,0.0,0.0,0.050906267736692074,0.0,CD80 molecule
SP110,ENSG00000135899,0.435483455657959,0.435483455657959,0.0,0.0,0.0,0.0,0.0,0.0,SP110 nuclear body protein
LRRC34,ENSG00000171757,0.4327833354473114,0.4327833354473114,0.0,0.0,0.0,0.0,0.0,0.0,leucine rich repeat containing 34
PRXL2B,ENSG00000157870,0.41779420110914445,0.41779420110914445,0.0,0.0,0.0,0.0,0.0,0.0,peroxiredoxin like 2B
MAPK3,ENSG00000102882,0.41539858012199404,0.412598580121994,0.0,0.0,0.0,0.0,0.0112,0.0,mitogen-activated protein kinase 3
ITPR3,ENSG00000096433,0.41468561068177223,0.41468561068177223,0.0,0.0,0.0,0.0,0.0,0.0,"inositol 1,4,5-trisphosphate receptor type 3"
PXT1,ENSG00000179165,0.4139816462993622,0.4139816462993622,0.0,0.0,0.0,0.0,0.0,0.0,peroxisomal testis enriched protein 1
RMI2,ENSG00000175643,0.39941065737770665,0.39941065737770665,0.0,0.0,0.0,0.0,0.0,0.0,RecQ mediated genome instability 2
AC005702.1,ENSG00000267318,0.3974244283098314,0.3974244283098314,0.0,0.0,0.0,0.0,0.0,0.0,novel protein
POLG,ENSG00000140521,0.3845,0.375,0.0,0.0,0.0,0.0,0.038000000000000006,0.0,"DNA polymerase gamma, catalytic subunit"
EAF2,ENSG00000145088,0.38396554109123016,0.38396554109123016,0.0,0.0,0.0,0.0,0.0,0.0,ELL associated factor 2
HLA-DQB1,ENSG00000179344,0.38206819735817993,0.37017916762804437,0.0,0.0,0.0,0.0,0.04854516492849885,0.0,"major histocompatibility complex, class II, DQ beta 1"
ZCWPW2,ENSG00000206559,0.3752654008567333,0.3752654008567333,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger CW-type and PWWP domain containing 2
PTGER4,ENSG00000171522,0.3712727530962891,0.3712727530962891,0.0,0.0,0.0,0.0,0.0,0.0,prostaglandin E receptor 4
ILDR1,ENSG00000145103,0.37116611325136895,0.36455631463064087,0.0,0.0,0.0,0.02466141670513454,0.004,0.0,immunoglobulin like domain containing receptor 1
CD5,ENSG00000110448,0.36681460293229234,0.34817345849134856,0.0,0.0,0.0,0.0,0.0745645777637751,0.0,CD5 molecule
ACTRT3,ENSG00000184378,0.362838476896286,0.362838476896286,0.0,0.0,0.0,0.0,0.0,0.0,actin related protein T3
FLVCR2,ENSG00000119686,0.35243549942970276,0.35243549942970276,0.0,0.0,0.0,0.0,0.0,0.0,FLVCR heme transporter 2
TSFM,ENSG00000123297,0.34651149064302444,0.34651149064302444,0.0,0.0,0.0,0.0,0.0,0.0,"Ts translation elongation factor, mitochondrial"
TRIM13,ENSG00000204977,0.3296886732180913,0.3296886732180913,0.0,0.0,0.0,0.0,0.0,0.0,tripartite motif containing 13
SCNN1A,ENSG00000111319,0.32909214184516006,0.27909214184516007,0.0,0.2,0.0,0.0,0.0,0.0,sodium channel epithelial 1 subunit alpha
MYNN,ENSG00000085274,0.32610154151916504,0.32610154151916504,0.0,0.0,0.0,0.0,0.0,0.0,myoneurin
PUS10,ENSG00000162927,0.319633811712265,0.319633811712265,0.0,0.0,0.0,0.0,0.0,0.0,pseudouridine synthase 10
SCHIP1,ENSG00000151967,0.3068031966686249,0.3068031966686249,0.0,0.0,0.0,0.0,0.0,0.0,schwannomin interacting protein 1
ESR2,ENSG00000140009,0.3039027252988202,0.0,0.0,0.2927222222222222,0.0,0.0,0.04472201230639189,0.0,estrogen receptor 2
DPH5,ENSG00000117543,0.3033943176269531,0.3033943176269531,0.0,0.0,0.0,0.0,0.0,0.0,diphthamide biosynthesis 5
IL17A,ENSG00000112115,0.3033517148262406,0.0,0.0,0.2722222222222222,0.0,0.0,0.12451797041607367,0.0,interleukin 17A
RNFT1,ENSG00000189050,0.298174316684405,0.298174316684405,0.0,0.0,0.0,0.0,0.0,0.0,"ring finger protein, transmembrane 1"
ZBTB9,ENSG00000213588,0.2961190640926361,0.2961190640926361,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger and BTB domain containing 9
TNFSF13B,ENSG00000102524,0.2907856370532762,0.0,0.0,0.2722222222222222,0.0,0.005817063725080072,0.07166829766862495,0.0,TNF superfamily member 13b
PGD,ENSG00000142657,0.2793466997623444,0.27554669976234436,0.0,0.0,0.0,0.0,0.0152,0.0,phosphogluconate dehydrogenase
LTBR,ENSG00000111321,0.27234578132629395,0.27234578132629395,0.0,0.0,0.0,0.0,0.0,0.0,lymphotoxin beta receptor
PRIM1,ENSG00000198056,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,DNA primase subunit 1
POLE,ENSG00000177084,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,"DNA polymerase epsilon, catalytic subunit"
POLD4,ENSG00000175482,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,"DNA polymerase delta 4, accessory subunit"
POLE3,ENSG00000148229,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,"DNA polymerase epsilon 3, accessory subunit"
PRIM2,ENSG00000146143,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,DNA primase subunit 2
POLD2,ENSG00000106628,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,"DNA polymerase delta 2, accessory subunit"
POLA1,ENSG00000101868,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,"DNA polymerase alpha 1, catalytic subunit"
POLE2,ENSG00000100479,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,"DNA polymerase epsilon 2, accessory subunit"
PGR,ENSG00000082175,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,progesterone receptor
POLD3,ENSG00000077514,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,"DNA polymerase delta 3, accessory subunit"
POLD1,ENSG00000062822,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,"DNA polymerase delta 1, catalytic subunit"
POLA2,ENSG00000014138,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,"DNA polymerase alpha 2, accessory subunit"
AR,ENSG00000169083,0.26821944444444445,0.0,0.0,0.2611111111111111,0.0,0.0,0.028433333333333338,0.0,androgen receptor
LINGO1,ENSG00000169783,0.2673611111111111,0.0,0.0,0.2673611111111111,0.0,0.0,0.0,0.0,leucine rich repeat and Ig domain containing 1
SYNGAP1,ENSG00000197283,0.26687750220298767,0.26687750220298767,0.0,0.0,0.0,0.0,0.0,0.0,synaptic Ras GTPase activating protein 1
PTPRK,ENSG00000152894,0.26504001021385193,0.26504001021385193,0.0,0.0,0.0,0.0,0.0,0.0,protein tyrosine phosphatase receptor type K
IL12B,ENSG00000113302,0.26411305555555553,0.0,0.0,0.25,0.0,0.0,0.05645222222222224,0.0,interleukin 12B
DRD2,ENSG00000149295,0.26391111111111115,0.0,0.0,0.2611111111111111,0.0,0.0,0.0112,0.0,dopamine receptor D2
FKBP1A,ENSG00000088832,0.2638111111111111,0.0,0.0,0.2611111111111111,0.0,0.0,0.010800000000000002,0.0,FKBP prolyl isomerase 1A
ST6GALNAC3,ENSG00000184005,0.2637246251106262,0.2637246251106262,0.0,0.0,0.0,0.0,0.0,0.0,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
ITGB1,ENSG00000150093,0.2611111111111111,0.0,0.0,0.2611111111111111,0.0,0.0,0.0,0.0,integrin subunit beta 1
ITGB7,ENSG00000139626,0.2611111111111111,0.0,0.0,0.2611111111111111,0.0,0.0,0.0,0.0,integrin subunit beta 7
GRIA3,ENSG00000125675,0.25770886111111113,0.0,0.0,0.25,0.0,0.0,0.030835444444444443,0.0,glutamate ionotropic receptor AMPA type subunit 3
GRIA2,ENSG00000120251,0.25700833333333334,0.0,0.0,0.25,0.0,0.0,0.028033333333333334,0.0,glutamate ionotropic receptor AMPA type subunit 2
TNFSF13,ENSG00000161955,0.2561,0.0,0.0,0.25,0.0,0.0,0.0244,0.0,TNF superfamily member 13
GRIK2,ENSG00000164418,0.2527,0.0,0.0,0.25,0.0,0.0,0.010800000000000002,0.0,glutamate ionotropic receptor kainate type subunit 2
PPARG,ENSG00000132170,0.25045592232527564,0.0,0.0,0.2361111111111111,0.0,0.0,0.05737924485665816,0.0,peroxisome proliferator activated receptor gamma
CXCR5,ENSG00000160683,0.25015561050632884,0.23676231503486633,0.0,0.0,0.0,0.0,0.05357318188585003,0.0,C-X-C motif chemokine receptor 5
GRIK1,ENSG00000171189,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,glutamate ionotropic receptor kainate type subunit 1
CA4,ENSG00000167434,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,carbonic anhydrase 4
SLC18A2,ENSG00000165646,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,solute carrier family 18 member A2
ITGA2,ENSG00000164171,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,integrin subunit alpha 2
GRIK3,ENSG00000163873,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,glutamate ionotropic receptor kainate type subunit 3
GRIA1,ENSG00000155511,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,glutamate ionotropic receptor AMPA type subunit 1
GRIA4,ENSG00000152578,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,glutamate ionotropic receptor AMPA type subunit 4
GRIK4,ENSG00000149403,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,glutamate ionotropic receptor kainate type subunit 4
PPAT,ENSG00000128059,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,phosphoribosyl pyrophosphate amidotransferase
GRIK5,ENSG00000105737,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,glutamate ionotropic receptor kainate type subunit 5
GSR,ENSG00000104687,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,glutathione-disulfide reductase
CA2,ENSG00000104267,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,carbonic anhydrase 2
TOP2B,ENSG00000077097,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,DNA topoisomerase II beta
AC098650.1,ENSG00000283563,0.2499504821995894,0.2499504821995894,0.0,0.0,0.0,0.0,0.0,0.0,novel protein
TOP3A,ENSG00000177302,0.24161390960216522,0.24161390960216522,0.0,0.0,0.0,0.0,0.0,0.0,DNA topoisomerase III alpha
AK5,ENSG00000154027,0.2390199601650238,0.2390199601650238,0.0,0.0,0.0,0.0,0.0,0.0,adenylate kinase 5
MTNR1B,ENSG00000134640,0.23850000000000002,0.0,0.0,0.23500000000000001,0.0,0.0,0.014,0.0,melatonin receptor 1B
TLR9,ENSG00000239732,0.23750816563894458,0.0,0.0,0.225,0.0,0.0,0.050032662555778366,0.0,toll like receptor 9
TLR7,ENSG00000196664,0.23649314030662916,0.0,0.0,0.225,0.0,0.0,0.045972561226516606,0.0,toll like receptor 7
HRH3,ENSG00000101180,0.2364692777777778,0.0,0.0,0.225,0.0,0.0,0.04587711111111111,0.0,histamine receptor H3
MTNR1A,ENSG00000168412,0.23500000000000001,0.0,0.0,0.23500000000000001,0.0,0.0,0.0,0.0,melatonin receptor 1A
SMCR8,ENSG00000176994,0.2333003282546997,0.2333003282546997,0.0,0.0,0.0,0.0,0.0,0.0,SMCR8-C9orf72 complex subunit
GPX6,ENSG00000198704,0.23172342032194138,0.23172342032194138,0.0,0.0,0.0,0.0,0.0,0.0,glutathione peroxidase 6
RANBP6,ENSG00000137040,0.23145520687103271,0.23145520687103271,0.0,0.0,0.0,0.0,0.0,0.0,RAN binding protein 6
PDE4C,ENSG00000105650,0.23063653968274594,0.12254615873098373,0.0,0.2,0.0,0.0,0.0,0.0,phosphodiesterase 4C
ST6GALNAC5,ENSG00000117069,0.22505460679531097,0.22505460679531097,0.0,0.0,0.0,0.0,0.0,0.0,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"
POGLUT1,ENSG00000163389,0.22312778048217297,0.22312778048217297,0.0,0.0,0.0,0.0,0.0,0.0,protein O-glucosyltransferase 1
AC025165.3,ENSG00000257921,0.22078176960349083,0.22078176960349083,0.0,0.0,0.0,0.0,0.0,0.0,novel protein
GOLGB1,ENSG00000173230,0.2192821353673935,0.2192821353673935,0.0,0.0,0.0,0.0,0.0,0.0,golgin B1
STAT5A,ENSG00000126561,0.21489095000690883,0.21136733889579773,0.0,0.0,0.0,0.0,0.014094444444444448,0.0,signal transducer and activator of transcription 5A
TYMP,ENSG00000025708,0.2148180221557617,0.20991802215576172,0.0,0.0,0.0,0.0,0.019600000000000003,0.0,thymidine phosphorylase
CCR2,ENSG00000121807,0.214527639486822,0.0,0.0,0.2,0.0,0.0,0.05811055794728792,0.0,C-C motif chemokine receptor 2
IGF1R,ENSG00000140443,0.20896250000000002,0.0,0.0,0.2,0.0,0.0,0.03585,0.0,insulin like growth factor 1 receptor
PDE4B,ENSG00000184588,0.20850000000000002,0.0,0.0,0.2,0.0,0.0,0.034,0.0,phosphodiesterase 4B
DEXI,ENSG00000182108,0.20578430513441562,0.19638430513441563,0.0,0.0,0.0,0.0,0.0376,0.0,Dexi homolog
PDE5A,ENSG00000138735,0.20333611111111113,0.0,0.0,0.2,0.0,0.0,0.013344444444444447,0.0,phosphodiesterase 5A
PDE4D,ENSG00000113448,0.20270555560288347,5.0000425951087975e-05,0.0,0.2,0.0,0.0,0.010800000000000002,0.0,phosphodiesterase 4D
SCO2,ENSG00000284194,0.20105565339326859,0.20105565339326859,0.0,0.0,0.0,0.0,0.0,0.0,synthesis of cytochrome C oxidase 2
AC007192.1,ENSG00000268173,0.20027467608451843,0.20027467608451843,0.0,0.0,0.0,0.0,0.0,0.0,"novel protein, readthrough between PIK3R2 and IFI30"
PDE3A,ENSG00000172572,0.2000008377114817,3.3508459266849546e-06,0.0,0.2,0.0,0.0,0.0,0.0,phosphodiesterase 3A
GABRQ,ENSG00000268089,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor subunit theta
GABRD,ENSG00000187730,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor subunit delta
EPOR,ENSG00000187266,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,erythropoietin receptor
RRM2,ENSG00000171848,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,ribonucleotide reductase regulatory subunit M2
RRM1,ENSG00000167325,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,ribonucleotide reductase catalytic subunit M1
GABRB3,ENSG00000166206,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor subunit beta3
GABRB1,ENSG00000163288,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor subunit beta1
CACNA2D1,ENSG00000153956,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,calcium voltage-gated channel auxiliary subunit alpha2delta 1
GABRB2,ENSG00000145864,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor subunit beta2
GABRA6,ENSG00000145863,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor subunit alpha6
CA1,ENSG00000133742,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,carbonic anhydrase 1
PDE10A,ENSG00000112541,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,phosphodiesterase 10A
GABRA4,ENSG00000109158,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor subunit alpha4
GABRE,ENSG00000102287,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor subunit epsilon
PSMB5,ENSG00000100804,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,proteasome 20S subunit beta 5
ABL1,ENSG00000097007,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
GABRP,ENSG00000094755,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,gamma-aminobutyric acid type A receptor subunit pi
CA12,ENSG00000074410,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,carbonic anhydrase 12
PDE4A,ENSG00000065989,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,phosphodiesterase 4A
TAC1,ENSG00000006128,0.19995500000000002,0.0,0.0,0.0,0.0,0.0,0.0351,0.19118000000000002,tachykinin precursor 1
DST,ENSG00000151914,0.19863000000000003,0.0,0.0,0.0,0.0,0.0,0.029800000000000004,0.19118000000000002,dystonin
HTR3A,ENSG00000166736,0.1982938888888889,0.0,0.0,0.0,0.0,0.0,0.028455555555555557,0.19118000000000002,5-hydroxytryptamine receptor 3A
TEDC1,ENSG00000185347,0.19603437185287476,0.19603437185287476,0.0,0.0,0.0,0.0,0.0,0.0,tubulin epsilon and delta complex 1
CD40,ENSG00000101017,0.19405284356567662,0.178884819149971,0.0,0.0,0.0,0.0,0.060672097662822416,0.0,CD40 molecule
HPSE2,ENSG00000172987,0.19118000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19118000000000002,heparanase 2 (inactive)
KCNMA1,ENSG00000156113,0.19118000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19118000000000002,potassium calcium-activated channel subfamily M alpha 1
PI4K2A,ENSG00000155252,0.19118000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19118000000000002,phosphatidylinositol 4-kinase type 2 alpha
TRPV4,ENSG00000111199,0.19118000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19118000000000002,transient receptor potential cation channel subfamily V member 4
CHRNA3,ENSG00000080644,0.19118000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19118000000000002,cholinergic receptor nicotinic alpha 3 subunit
CLEC2D,ENSG00000069493,0.1907636672258377,0.1907636672258377,0.0,0.0,0.0,0.0,0.0,0.0,C-type lectin domain family 2 member D
NCOA5,ENSG00000124160,0.1882154941558838,0.1882154941558838,0.0,0.0,0.0,0.0,0.0,0.0,nuclear receptor coactivator 5
KIF1B,ENSG00000054523,0.18795246115615788,0.1766754686832428,0.0,0.0,0.0,0.0,0.045107969891660375,0.0,kinesin family member 1B
AZI2,ENSG00000163512,0.18642669843716753,0.18642669843716753,0.0,0.0,0.0,0.0,0.0,0.0,5-azacytidine induced 2
KRTAP5-7,ENSG00000244411,0.18576613068580627,0.18576613068580627,0.0,0.0,0.0,0.0,0.0,0.0,keratin associated protein 5-7
CHI3L1,ENSG00000133048,0.18573045919803313,0.0,0.0,0.0,0.0,0.0,0.18573045919803313,0.0,chitinase 3 like 1
CD4,ENSG00000010610,0.17847495238924635,0.0,0.0,0.0,0.0,0.0,0.17847495238924635,0.0,CD4 molecule
PRM1,ENSG00000175646,0.175374089843697,0.175374089843697,0.0,0.0,0.0,0.0,0.0,0.0,protamine 1
CYP27B1,ENSG00000111012,0.17246572795780532,0.15854039043188095,0.0,0.0,0.0,0.0,0.05570135010369746,0.0,cytochrome P450 family 27 subfamily B member 1
AVIL,ENSG00000135407,0.16143127158284187,0.16143127158284187,0.0,0.0,0.0,0.0,0.0,0.0,advillin
CD69,ENSG00000110848,0.1601016547705683,0.14624059200286865,0.0,0.0,0.0,0.0,0.0554442510707987,0.0,CD69 molecule
HLA-DRB5,ENSG00000198502,0.15887668948315453,0.1489657647907734,0.0,0.0,0.0,0.0,0.03964369876952453,0.0,"major histocompatibility complex, class II, DR beta 5"
RPS4Y1,ENSG00000129824,0.15800000000000003,0.0,0.0,0.0,0.0,0.15800000000000003,0.0,0.0,ribosomal protein S4 Y-linked 1
VEGFA,ENSG00000112715,0.15737792980025173,0.0,0.0,0.1,0.0,0.0,0.13237792980025173,0.0,vascular endothelial growth factor A
AQP4,ENSG00000171885,0.15027068542432734,0.0,0.0,0.0,0.0,0.0,0.15027068542432734,0.0,aquaporin 4
DHCR7,ENSG00000172893,0.14928561673164367,0.14193561673164368,0.0,0.0,0.0,0.0,0.029400000000000003,0.0,7-dehydrocholesterol reductase
KIF21B,ENSG00000116852,0.1492655017879274,0.13823355734348297,0.0,0.0,0.0,0.0,0.04412777777777778,0.0,kinesin family member 21B
AL928654.3,ENSG00000257341,0.14909662306308746,0.14909662306308746,0.0,0.0,0.0,0.0,0.0,0.0,novel protein
CRIP1,ENSG00000213145,0.14909662306308746,0.14909662306308746,0.0,0.0,0.0,0.0,0.0,0.0,cysteine rich protein 1
DDX3Y,ENSG00000067048,0.1485,0.0,0.0,0.0,0.0,0.1485,0.0,0.0,DEAD-box helicase 3 Y-linked
CAVIN1,ENSG00000177469,0.14528845995664597,0.14528845995664597,0.0,0.0,0.0,0.0,0.0,0.0,caveolae associated protein 1
SOCS1,ENSG00000185338,0.144548895760402,0.1291204837875234,0.0,0.0,0.0,0.0030167538634798337,0.06037286839663463,0.0,suppressor of cytokine signaling 1
DLEU7,ENSG00000186047,0.14428785112169054,0.14428785112169054,0.0,0.0,0.0,0.0,0.0,0.0,deleted in lymphocytic leukemia 7
XIST,ENSG00000229807,0.14256,0.0,0.0,0.0,0.0,0.14256,0.0,0.0,X inactive specific transcript
CRIP2,ENSG00000182809,0.14144906401634216,0.14144906401634216,0.0,0.0,0.0,0.0,0.0,0.0,cysteine rich protein 2
KDM5D,ENSG00000012817,0.14058,0.0,0.0,0.0,0.0,0.14058,0.0,0.0,lysine demethylase 5D
DDX6,ENSG00000110367,0.13933050429821014,0.13833050429821014,0.0,0.0,0.0,0.0,0.004,0.0,DEAD-box helicase 6
THRB,ENSG00000151090,0.1361111111111111,0.0,0.0,0.1361111111111111,0.0,0.0,0.0,0.0,thyroid hormone receptor beta
THRA,ENSG00000126351,0.1361111111111111,0.0,0.0,0.1361111111111111,0.0,0.0,0.0,0.0,thyroid hormone receptor alpha
EEF1AKMT3,ENSG00000123427,0.1340169302433729,0.12791693024337292,0.0,0.0,0.0,0.0,0.0244,0.0,EEF1A lysine methyltransferase 3
SHMT1,ENSG00000176974,0.13316628205776215,0.12516628205776215,0.0,0.0,0.0,0.0,0.032,0.0,serine hydroxymethyltransferase 1
EMC8,ENSG00000131148,0.13285385072231293,0.13285385072231293,0.0,0.0,0.0,0.0,0.0,0.0,ER membrane protein complex subunit 8
GLMN,ENSG00000174842,0.13261661864817142,0.13261661864817142,0.0,0.0,0.0,0.0,0.0,0.0,"glomulin, FKBP associated protein"
KIF11,ENSG00000138160,0.13117799162864685,0.13117799162864685,0.0,0.0,0.0,0.0,0.0,0.0,kinesin family member 11
KRTAP5-9,ENSG00000254997,0.13014517724514008,0.13014517724514008,0.0,0.0,0.0,0.0,0.0,0.0,keratin associated protein 5-9
PIGK,ENSG00000142892,0.12856502830982208,0.12856502830982208,0.0,0.0,0.0,0.0,0.0,0.0,phosphatidylinositol glycan anchor biosynthesis class K
INSR,ENSG00000171105,0.12810361082632848,3.249743695655807e-05,0.0,0.125,0.0,0.0,0.012400000000000001,0.0,insulin receptor
UTY,ENSG00000183878,0.12672000000000003,0.0,0.0,0.0,0.0,0.12672000000000003,0.0,0.0,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"
RTN4,ENSG00000115310,0.1261,0.0,0.0,0.125,0.0,0.0,0.0044,0.0,reticulon 4
GPR25,ENSG00000170128,0.12464946508407593,0.12464946508407593,0.0,0.0,0.0,0.0,0.0,0.0,G protein-coupled receptor 25
IGSF3,ENSG00000143061,0.1243849362163908,0.1243849362163908,0.0,0.0,0.0,0.0,0.0,0.0,immunoglobulin superfamily member 3
MAST3,ENSG00000099308,0.12362554669380188,0.12362554669380188,0.0,0.0,0.0,0.0,0.0,0.0,microtubule associated serine/threonine kinase 3
EIF1AY,ENSG00000198692,0.12276000000000001,0.0,0.0,0.0,0.0,0.12276000000000001,0.0,0.0,eukaryotic translation initiation factor 1A Y-linked
GPX5,ENSG00000224586,0.1224934421479702,0.1224934421479702,0.0,0.0,0.0,0.0,0.0,0.0,glutathione peroxidase 5
ZEB1,ENSG00000148516,0.12140224874019623,0.12140224874019623,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger E-box binding homeobox 1
ICAM1,ENSG00000090339,0.12135185627228394,0.0,0.0,0.0,0.0,0.0,0.12135185627228394,0.0,intercellular adhesion molecule 1
